,Drug_ID,Smiles,Selfies,MolLogP,MolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,TPSA,RingCount,NHOHCount,NOCount,HeavyAtomCount,NumValenceElectrons
475,CHEMBL415606,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,[C][C][=Branch1][C][=O][N][C@H1][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][S][C][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C@@H1][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][Branch2][C][=C][Ring1][P][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][C][C][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][N][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][O][C][C][C][C][N][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][Branch1][C][N][=O],1.515,1632.289,18,17,35,41,512.87,8,19,34,117,624
476,CHEMBL1082607,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][O].[O][C][C][=C][C][Branch2][Ring1][#Branch2][C][Branch1][C][O][C][N][C][C][C][C][C][C][O][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][O][O],6.351,603.756,7,6,8,17,139.48,4,6,8,44,236
477,CHEMBL701,NCC(CC(=O)O)c1ccc(Cl)cc1,[N][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],1.857,213.664,2,2,4,4,63.32,1,3,3,14,76
478,CHEMBL1655,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,[C][N][Branch1][C][C][C][C][O][C][=C][C][=C][Branch2][Ring1][#Branch2][/C][=Branch1][#C][=C][Branch1][Ring2][/C][C][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1],6.215,405.969,2,0,3,9,12.47,3,0,2,29,150
479,CHEMBL1200623,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,[C][C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][C][C][C@@H1][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][C][C@@][Ring1][=C][Ring2][Ring1][C][C],5.09,288.475,1,1,1,1,20.23,4,1,1,21,118
480,CHEMBL1691,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch1][#Branch2][C][C][O][C][C][C][C][Ring1][Ring1][C][=C][Ring1][=N].[Cl],2.815,343.895,4,2,5,11,50.72,2,2,4,23,132
481,CHEMBL1200764,CC(=O)OC(C)C[N+](C)(C)C.[Cl-],[C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],-2.352,195.69,2,0,4,3,26.3,0,0,3,12,74
482,CHEMBL1671,CC(C)NCC(O)COc1cccc2ccccc12.Cl,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1].[Cl],2.999,295.81,3,2,4,6,41.49,2,2,3,20,110
483,CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][N][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][N][Ring1][=N][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O],2.867,613.803,7,4,9,11,118.03,5,4,9,45,240
484,CHEMBL1484,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][Branch1][C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][O][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][=Branch1][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2],3.678,479.533,8,1,9,9,111.01,3,1,9,35,184
485,CHEMBL344159,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C][C][C][Branch1][C][O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring1][=N][C][Branch1][C][C][=C][Ring2][Ring1][=Branch1],5.683,448.95,3,2,6,3,69.64,4,2,5,32,164
486,CHEMBL175247,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,[C][C][C][C][C][C][C][C][C][C][C][C@@H1][Branch1][P][C][C@@H1][O][C][=Branch1][C][=O][C@H1][Ring1][Branch1][C][C][C][C][C][C][O][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=O],6.882,495.745,5,1,6,23,81.7,1,1,6,35,204
487,CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,[C][C][=C][N][Branch1][P][C@H1][C][C@H1][Branch1][Ring2][N][=N+1][=N-1][C@@H1][Branch1][Ring1][C][O][O][Ring1][#Branch2][C][=Branch1][C][=O][NH1][C][Ring1][P][=O],-0.196,267.245,6,2,9,3,133.08,2,2,9,19,102
488,CHEMBL553025,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,[C][C][C][=C][C@@H1][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][C][=C][Branch1][N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C@@][Branch1][#Branch1][C][=Branch1][C][=O][O][C][Branch2][Branch1][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][N][Branch1][C][C][C@H1][C@@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@][Branch1][Ring1][C][C][C][=C][C][N][C][C][C@][Ring2][Ring1][=C][Ring2][Ring1][=Branch1][C@@H1][Ring1][Branch1][Ring1][O][C][Ring2][Branch1][Branch1],4.754,778.947,11,2,12,7,133.87,9,2,12,57,302
489,CHEMBL398707,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,[C][N][C][C][C@][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][C][C][C@H1][Ring1][#C][C@H1][Ring2][Ring1][Ring1][C][Ring1][#C],1.63,285.343,4,1,4,0,49.77,5,1,4,21,110
490,CHEMBL86882,CCNCC(O)c1cccc(O)c1,[C][C][N][C][C][Branch1][C][O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],1.035,181.235,3,3,3,4,52.49,1,3,3,13,72
491,CHEMBL953,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][/C][Branch1][Ring1][C][#N][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][O],1.781,305.29,6,2,8,5,127.7,1,2,8,22,116
492,CHEMBL1200418,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,[C][C][Branch1][=C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2].[Cl],3.379,337.847,4,4,5,7,72.72,2,4,4,23,126
493,CHEMBL27810,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][P][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][=Branch1][C][Branch1][C][C][=O][=C][Ring2][Ring1][Ring1],2.891,379.501,5,3,7,9,90.9,1,3,7,27,152
494,CHEMBL1428,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,[C][O][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][Branch1][C][C][=C][Branch1][O][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][Ring1][=C][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2],2.971,418.446,8,1,9,8,117.0,2,1,9,30,162
495,CHEMBL443,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,[C][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][O][Ring1][S],1.366,253.283,5,2,7,3,98.22,2,3,6,17,90
496,CHEMBL1026,CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,[C][S][=Branch1][C][=O][=Branch1][C][=O][O].[O][C][=C][C][=C][Branch2][Ring1][#Branch1][C][C][N][C][C][C][=C][Ring1][#Branch1][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][Cl][C][=C][Ring2][Ring1][Ring2],2.238,401.868,6,5,9,1,127.09,3,5,7,26,142
497,CHEMBL1201153,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.CS(=O)(=O)O,[C][C][C][Branch1][#Branch1][N][C][Branch1][C][C][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2].[C][S][=Branch1][C][=O][=Branch1][C][=O][O],1.412,335.422,6,5,8,5,127.09,1,5,7,22,128
498,CHEMBL2043437,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,[C][N][C][C][C@@H1][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][C@@H1][Ring2][Ring1][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],3.392,374.448,4,3,7,3,96.84,4,3,7,28,142
499,CHEMBL1239,O=C(OCc1ccccc1)c1ccccc1,[O][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3.044,212.248,2,0,2,3,26.3,2,0,2,16,80
500,CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][=C][Branch1][C][C][N][Ring1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],3.927,357.793,4,1,6,4,68.53,3,1,5,25,128
501,CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,[C][N][C][=Branch1][C][=O][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring2][Ring1][Ring1],3.154,284.746,2,0,4,1,32.67,3,0,3,20,100
502,CHEMBL946,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,[C][N][C][C][C][=Branch2][Ring1][=Branch1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1][Ring1][#C][C][C][Ring2][Ring1][Branch1],3.708,290.41,2,0,2,0,16.13,4,0,2,22,112
503,CHEMBL160,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,[C][/C][=C][/C][C@@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][=Branch1][N][C],3.269,1202.635,12,5,23,15,278.8,1,5,23,85,486
504,CHEMBL760,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,[O][=C][C][N][C][C][=C][Branch1][O][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl][N][=C][Ring1][N][N][Ring1][#C],1.926,256.092,3,1,6,0,44.7,3,1,4,16,82
505,CHEMBL434200,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][C][C][Ring1][=Branch1],2.853,295.448,4,2,4,5,41.49,2,2,3,20,112
506,CHEMBL1324,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,[C][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][O][C][=C][Ring2][Ring1][Ring1],2.545,273.244,5,2,6,3,100.67,2,2,6,20,102
507,CHEMBL3707331,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,[C][C@@H1][Branch2][Ring1][S][O][C][C@@][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C@][Branch1][#Branch2][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][N][Ring1][P][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][=C],5.73,500.483,3,2,10,5,50.36,4,2,4,35,190
508,CHEMBL101,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,[C][C][C][C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][C][=O],3.788,308.381,2,0,4,5,40.62,3,0,4,23,118
509,CHEMBL1551,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,[C][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C@H1][C][C][C@H1][C@@H1][C@@H1][Branch1][C][O][C][C@@H1][C][C@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][=N][C][C][C@@][Ring1][P][Ring2][Ring1][Ring2][C],4.478,392.58,3,3,4,4,77.76,4,3,4,28,160
510,CHEMBL1200531,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl,[C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring2][C][O][C][C][C][N][Branch1][#C][C][C][N][N][=N][N][Branch1][Ring1][C][C][C][Ring1][#Branch1][=O][C][C][Ring2][Ring1][Ring1].[Cl],1.806,452.987,8,0,10,9,85.49,3,0,9,31,172
511,CHEMBL1633,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,[C][N][C][C][C][=Branch2][Ring1][Branch2][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][C][S][C][=C][C][=Ring1][Branch1][Ring1][#C][C][C][Ring2][Ring1][Branch1].[O][=C][Branch1][C][O][/C][=C][/C][=Branch1][C][=O][O],3.726,425.506,5,2,7,2,94.91,4,2,6,30,156
512,CHEMBL822,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,[C][N][Branch1][=C][C][/C][=C][/C][#C][C][Branch1][C][C][Branch1][C][C][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],4.877,291.438,1,0,1,4,3.24,2,0,1,22,114
513,CHEMBL1701,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,[C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][Branch1][C][C][C][C][Ring1][=N].[Cl],2.635,283.799,3,0,4,3,29.54,2,0,3,19,106
514,CHEMBL417,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch1][N][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][=N][=O][C][C@@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][C@@H1][Ring1][S][O][C@H1][C][C@H1][Branch1][C][N][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][=Branch2],0.001,543.525,12,6,12,5,206.07,5,7,12,39,208
515,CHEMBL83668,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,[C][C][=C][C][=C][C][Branch2][Ring1][Branch2][N][Branch1][C][C][C][=Branch1][C][=S][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][=C][Ring2][Ring1][Branch1],4.948,307.418,2,0,3,2,12.47,3,0,2,22,110
516,CHEMBL1014,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,[C][C][O][C][=N][C][=C][C][=C][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][C][C][O][C][=Branch1][C][=O][O][C][C][C][C][C][C][Ring1][=Branch1][=C][Ring2][Ring1][Branch1][N][Ring2][Ring1][Branch2][C][C][=C][C][=C][Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][=N][NH1][N][=Ring1][Branch1][C][=C][Ring1][P],6.319,610.671,11,1,12,10,143.34,6,1,12,45,232
517,CHEMBL1200791,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,[C][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][C][C][=C][Ring1][N][C][C][=N][C][C][N][Ring1][Branch1].[Cl],3.273,296.842,3,2,4,2,44.62,2,2,3,20,112
518,CHEMBL658,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,[C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring2][C][O][C][C][C][N][Branch1][#Branch2][C][C][C][=C][C][=C][S][Ring1][Branch1][C][C][Ring1][S],4.215,386.561,4,0,5,8,32.78,3,0,4,27,146
519,CHEMBL1200490,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,[C][C][=Branch1][C][=O][N][C@H1][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][Branch1][C][N][=O],-0.506,1431.064,16,17,32,38,495.67,6,20,31,102,548
520,CHEMBL131,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,[C][C@][C][C@H1][Branch1][C][O][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][P][C][C][C@][Ring2][Ring1][Ring2][Branch1][C][O][C][=Branch1][C][=O][C][O],1.558,360.45,5,3,5,2,94.83,4,3,5,26,142
521,CHEMBL691,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,[C][#C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C@H1][Ring1][O][C][C][C@@][Ring1][#C][Ring2][Ring1][Ring1][C],3.613,296.41,2,2,2,0,40.46,4,2,2,22,116
522,CHEMBL1659,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,[C][N][Branch1][C][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1].[O][=C][Branch1][C][O][/C][=C][\C][=Branch1][C][=O][O],3.53,390.867,4,2,7,7,90.73,2,2,6,27,144
523,CHEMBL262777,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,[C][N][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@H1][C][=Branch1][C][=O][N][C@H1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][=C][C][Ring2][Ring1][#Branch1][=C][C][=C][Ring1][=Branch1][O][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][#Branch1][O][C][=C][C][Ring2][Ring2][N][=C][C][=Branch2][Ring2][N][=C][Ring1][=Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@H1][C][C@][Branch1][C][C][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][#Branch2][O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][C@H1][Ring2][#Branch1][#Branch2][O],0.106,1449.271,25,19,35,13,530.49,12,21,33,101,542
524,CHEMBL1574,CC(C)(N)Cc1ccccc1,[C][C][Branch1][C][C][Branch1][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1.966,149.237,1,1,1,2,26.02,1,2,1,11,60
